index,timestamp_start,timestamp_end,seconds,f_stop,shutter_speed,iso,ev,height_m,distance_m,horizontal_speed_ms,descent_speed_ms,longitude,latitude,zoom
148,"00:01:18,366","00:01:18,899",78.366,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
149,"00:01:18,899","00:01:19,432",78.899,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
150,"00:01:19,432","00:01:19,965",79.432,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
151,"00:01:19,965","00:01:20,499",79.965,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
152,"00:01:20,499","00:01:21,032",80.499,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
153,"00:01:21,032","00:01:21,565",81.032,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
154,"00:01:21,565","00:01:22,098",81.565,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
155,"00:01:22,098","00:01:22,631",82.098,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
156,"00:01:22,631","00:01:23,164",82.631,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
157,"00:01:23,164","00:01:23,697",83.164,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
158,"00:01:23,697","00:01:24,230",83.697,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
159,"00:01:24,230","00:01:24,763",84.23,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
160,"00:01:24,763","00:01:25,297",84.763,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
161,"00:01:25,297","00:01:25,830",85.297,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
162,"00:01:25,830","00:01:26,363",85.83,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
163,"00:01:26,363","00:01:26,896",86.363,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
164,"00:01:26,896","00:01:27,429",86.896,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
165,"00:01:27,429","00:01:27,962",87.429,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
166,"00:01:27,962","00:01:28,495",87.962,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
167,"00:01:28,495","00:01:29,028",88.495,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
168,"00:01:29,028","00:01:29,561",89.02799999999999,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
169,"00:01:29,561","00:01:30,094",89.561,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
170,"00:01:30,094","00:01:30,628",90.094,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
171,"00:01:30,628","00:01:31,161",90.628,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
172,"00:01:31,161","00:01:31,694",91.161,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
173,"00:01:31,694","00:01:32,227",91.694,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
174,"00:01:32,227","00:01:32,760",92.227,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
175,"00:01:32,760","00:01:33,293",92.75999999999999,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
176,"00:01:33,293","00:01:33,826",93.293,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
177,"00:01:33,826","00:01:34,359",93.826,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
178,"00:01:34,359","00:01:34,892",94.35900000000001,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
179,"00:01:34,892","00:01:35,426",94.892,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
180,"00:01:35,426","00:01:35,959",95.426,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
181,"00:01:35,959","00:01:36,492",95.959,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
182,"00:01:36,492","00:01:37,025",96.49199999999999,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
183,"00:01:37,025","00:01:37,558",97.025,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
184,"00:01:37,558","00:01:38,091",97.55799999999999,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
185,"00:01:38,091","00:01:38,624",98.09100000000001,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
186,"00:01:38,624","00:01:39,157",98.624,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
187,"00:01:39,157","00:01:39,690",99.157,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
188,"00:01:39,690","00:01:40,224",99.69,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
189,"00:01:40,224","00:01:40,757",100.22399999999999,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
190,"00:01:40,757","00:01:41,290",100.757,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
191,"00:01:41,290","00:01:41,823",101.28999999999999,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
192,"00:01:41,823","00:01:42,356",101.82300000000001,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
193,"00:01:42,356","00:01:42,889",102.356,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
194,"00:01:42,889","00:01:43,422",102.88900000000001,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
195,"00:01:43,422","00:01:43,955",103.422,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
196,"00:01:43,955","00:01:44,488",103.955,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
197,"00:01:44,488","00:01:45,021",104.488,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
198,"00:01:45,021","00:01:45,555",105.021,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
